Company,Location,Country,Date,Year,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,12/27/1983,1983,Cosmos-3MRB (65MRB),Cosmos 1517 (BOR-4 Space Shuttle),Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,12/28/1983,1983,Molniya-M /Block 2BL,Cosmos 1518,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,1/5/1984,1984,Cosmos-3M (11K65M),Cosmos 1522 to 1529,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,1/11/1984,1984,Cosmos-3M (11K65M),Cosmos 1531,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,1/23/1984,1984,N-II Star-37E,Yuri 2a,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,1/26/1984,1984,Cosmos-3M (11K65M),Cosmos 1534,Retired,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",China,1/29/1984,1984,Long March 3,STTW 1 (Dong Fang Hong 2),Retired,,Partial Failure
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,1/31/1984,1984,Titan 34D,OPS-0441 (Vortex),Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,2/2/1984,1984,Cosmos-3M (11K65M),Cosmos 1535,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,2/3/1984,1984,Space Shuttle Challenger,STS-41-B,Retired,450,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,2/5/1984,1984,Atlas-H MSD,NOSS-7,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,2/8/1984,1984,Tsyklon-3,Cosmos 1536,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Japan,2/14/1984,1984,Mu-III S,Ohzora,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,2/21/1984,1984,Cosmos-3M (11K65M),Cosmos 1538,Retired,,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,3/5/1984,1984,Ariane 1,Intelsat 508,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,3/6/1984,1984,Molniya-M /Block 2BL,Cosmos 1541,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,3/15/1984,1984,Tsyklon-3,Cosmos 1544,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,3/16/1984,1984,Molniya-M /Block ML,Molniya-1 n†­110,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,4/4/1984,1984,Molniya-M /Block 2BL,Cosmos 1547,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,4/6/1984,1984,Space Shuttle Challenger,STS-41-C,Retired,450,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",China,4/8/1984,1984,Long March 3,STTW 2 (Dong Fang Hong 2),Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,4/14/1984,1984,Titan 34D,DSP-11,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,4/17/1984,1984,Titan III(24)B,OPS 8424,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,5/4/1984,1984,Cosmos-3MRB (65MRB),BOR-4 Shuttle,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,5/11/1984,1984,Cosmos-3M (11K65M),Cosmos 1550,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,5/17/1984,1984,Cosmos-3M (11K65M),Cosmos 1553,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,5/23/1984,1984,Ariane 1,Spacenet F1,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,5/28/1984,1984,Cosmos-3M (11K65M),Cosmos 1559 to 1566,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,5/30/1984,1984,Tsyklon-2,Cosmos 1567,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,6/6/1984,1984,Molniya-M /Block 2BL,Cosmos 1569,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,6/6/1984,1984,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,6/8/1984,1984,Cosmos-3M (11K65M),Cosmos 1570,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",USA,6/9/1984,1984,Atlas-G Centaur-D1AR,Intelsat V -509,Retired,,Failure
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,6/13/1984,1984,Atlas-E/F SGS-2,GPS-9,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,6/21/1984,1984,Cosmos-3M (11K65M),Cosmos 1574,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,6/25/1984,1984,Titan 34D,USA-2 (KH-9),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,6/27/1984,1984,Cosmos-3M (11K65M),Cosmos 1577,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,6/28/1984,1984,Cosmos-3M (11K65M),Cosmos 1578,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/3/1984,1984,Molniya-M /Block 2BL,Cosmos 1581,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,7/5/1984,1984,Tsyklon-3,Meteor-2 n†­11,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,8/2/1984,1984,Molniya-M /Block 2BL,Cosmos 1586,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,8/2/1984,1984,N-II Star-37E,Himawari 3,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",France,8/4/1984,1984,Ariane 3,"Eutelsat-1 F2, Telecom 1A",Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/7/1984,1984,Tsyklon-2,Cosmos 1588,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,8/8/1984,1984,Tsyklon-3,Cosmos 1589,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,8/10/1984,1984,Molniya-M /Block ML,Molniya-1 n†­111,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,8/24/1984,1984,Molniya-M /Block ML,Molniya-1 n†­112,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",USA,8/28/1984,1984,Titan III(34)B Agena-D,Quasar 5,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/29/1984,1984,Tsyklon-2,Cosmos 1579,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,8/30/1984,1984,Space Shuttle Discovery,STS-41-D,Retired,450,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,9/7/1984,1984,Molniya-M /Block 2BL,Cosmos 1596,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,9/8/1984,1984,Atlas-E/F SGS-2,GPS-10,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,9/12/1984,1984,Long March 2C,FSW-0 No.6,Active,30.8,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,9/13/1984,1984,Cosmos-3M (11K65M),Cosmos 1598,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,9/27/1984,1984,Cosmos-3M (11K65M),Cosmos 1601,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,9/28/1984,1984,Tsyklon-3,Cosmos 1602,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,10/4/1984,1984,Molniya-M /Block 2BL,Cosmos 1604,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,10/5/1984,1984,Space Shuttle Challenger,STS-41-G,Retired,450,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,10/11/1984,1984,Cosmos-3M (11K65M),Cosmos 1605,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,10/18/1984,1984,Tsyklon-3,Cosmos 1606,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/31/1984,1984,Tsyklon-2,Cosmos 1607,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,11/8/1984,1984,Space Shuttle Discovery,STS-51-A,Retired,450,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",France,11/10/1984,1984,Ariane 3,"Spacenet 2, MARECS-2",Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,11/15/1984,1984,Cosmos-3M (11K65M),Cosmos 1610,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,11/27/1984,1984,Tsyklon-3,Meteor-3 n†­1a,Retired,,Partial Failure
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,12/4/1984,1984,Titan 34D,USA-6 (KH-11),Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,12/12/1984,1984,Atlas-E/F Star-37S-ISS,NOAA-F,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,12/14/1984,1984,Molniya-M /Block ML,Molniya-1 n†­113,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,12/19/1984,1984,Cosmos-3MRB (65MRB),Cosmos 1614 (BOR-4 Space Shuttle),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,12/20/1984,1984,Cosmos-3M (11K65M),Cosmos 1615,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,12/22/1984,1984,Titan 34D,DSP-12,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,1/15/1985,1985,Tsyklon-3,Cosmos 1617 to 1622,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,1/15/1985,1985,Cosmos-3M (11K65M),Cosmos 1624,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,1/16/1985,1985,Molniya-M /Block ML,Molniya-3 n†­114,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,1/23/1985,1985,Tsyklon-2,Cosmos 1625,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,1/24/1985,1985,Tsyklon-3,Cosmos 1626,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,1/24/1985,1985,Space Shuttle Discovery,STS-51-C,Retired,450,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,2/1/1985,1985,Cosmos-3M (11K65M),Cosmos 1627,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,2/6/1985,1985,Tsyklon-3,Meteor-2 n†­12,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Japan,2/7/1985,1985,Mu-III S2,Sakigake,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",France,2/8/1985,1985,Ariane 3,"Arabsat-1A, Brasilsat-A1",Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",USA,2/8/1985,1985,Titan III(34)B Agena-D,Quasar 6,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,2/27/1985,1985,Cosmos-3M (11K65M),Cosmos 1631,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,3/5/1985,1985,Tsyklon-3,Cosmos 1633,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,3/13/1985,1985,Atlas-E/F OIS,Geosat,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,3/14/1985,1985,Cosmos-3M (11K65M),Cosmos 1634,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,3/21/1985,1985,Cosmos-3M (11K65M),Cosmos 1635 to 1642,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",USA,3/22/1985,1985,Atlas-G Centaur-D1AR,Intelsat V -510,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,4/12/1985,1985,Space Shuttle Discovery,STS-51-D,Retired,450,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/13/1985,1985,Zenit-2,EPN 03.0694 n†­1,Retired,,Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,4/17/1985,1985,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/18/1985,1985,Tsyklon-2,Cosmos 1646,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/26/1985,1985,Molniya-M /Block SO-L,Prognoz n†­10,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,5/6/1985,1985,Space Shuttle Challenger,STS-51-B,Retired,450,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",France,5/8/1985,1985,Ariane 3,"GStar-1, Telecom 1B",Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,5/29/1985,1985,Molniya-M /Block ML,Molniya-3 n†­115,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,5/30/1985,1985,Cosmos-3M (11K65M),Cosmos 1655,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,6/11/1985,1985,Molniya-M /Block 2BL,Cosmos 1658,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,6/12/1985,1985,Molniya-M /Block 2BL,Cosmos 1675,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,6/14/1985,1985,Tsyklon-3,Cosmos 1660,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,6/17/1985,1985,Space Shuttle Discovery,STS-51-G,Retired,450,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,6/18/1985,1985,Molniya-M /Block 2BL,Cosmos 1661,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,6/19/1985,1985,Cosmos-3M (11K65M),Cosmos 1662,Retired,,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/21/1985,1985,Zenit-2,EPN 03.0694 n†­2,Retired,,Failure
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,6/30/1985,1985,Atlas-G Centaur-D1AR,Intelsat V -511,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,7/2/1985,1985,Ariane 1,Giotto,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,7/8/1985,1985,Tsyklon-3,Cosmos 1666,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/17/1985,1985,Molniya-M /Block ML,Molniya-3 n†­116,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,7/25/1985,1985,Space Shuttle Challenger,STS-51-F,Retired,450,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/1/1985,1985,Tsyklon-2,Cosmos 1670,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,8/8/1985,1985,Tsyklon-3,Cosmos 1674,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Japan,8/18/1985,1985,Mu-III S2,Suisei,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,8/22/1985,1985,Molniya-M /Block ML,Molniya-1 n†­117,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/23/1985,1985,Tsyklon-2,Cosmos 1677,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,8/27/1985,1985,Space Shuttle Discovery,STS-51-I,Retired,450,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,8/28/1985,1985,Titan 34D,KH-11,Retired,,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,9/4/1985,1985,Cosmos-3M (11K65M),Cosmos 1680,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",France,9/12/1985,1985,Ariane 3,"ECS 3, Spacenet 3",Retired,,Failure
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,9/19/1985,1985,Tsyklon-2,Cosmos 1682,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,9/24/1985,1985,Molniya-M /Block 2BL,Cosmos 1684,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",USA,9/28/1985,1985,Atlas-G Centaur-D1AR,Intelsat V -512,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,9/30/1985,1985,Molniya-M /Block 2BL,Cosmos 1687,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,10/2/1985,1985,Cosmos-3M (11K65M),Cosmos 1688,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/3/1985,1985,Vostok-2M,Cosmos 1689,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,10/3/1985,1985,Molniya-M /Block ML,Molniya-3 n†­118,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,10/3/1985,1985,Space Shuttle Atlantis,STS-51-J,Retired,450,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,10/9/1985,1985,Atlas-E/F SGS-2,GPS-11,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,10/9/1985,1985,Tsyklon-3,Cosmos 1690 to 1695,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,10/21/1985,1985,Long March 2C,FSW-0 No.7,Active,30.8,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/22/1985,1985,Zenit-2,Cosmos 1697,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,10/22/1985,1985,Molniya-M /Block 2BL,Cosmos 1698,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/23/1985,1985,Molniya-M /Block ML,Molniya-1 n†­119,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,10/23/1985,1985,Cosmos-3M (11K65M),Parouss n†­50,Retired,,Failure
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,10/24/1985,1985,Tsyklon-3,Meteor-3 n†­1,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,10/28/1985,1985,Molniya-M /Block ML,Molniya-1 n†­120,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,11/6/1985,1985,Space Shuttle Challenger,STS-61-A,Retired,450,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,11/9/1985,1985,Molniya-M /Block 2BL,Cosmos 1701,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,11/22/1985,1985,Tsyklon-3,Cosmos 1703,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,11/27/1985,1985,Space Shuttle Atlantis,STS-61-B,Retired,450,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,11/28/1985,1985,Cosmos-3M (11K65M),Cosmos 1704,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,12/12/1985,1985,Tsyklon-3,Cosmos 1707,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,12/19/1985,1985,Cosmos-3M (11K65M),Cosmos 1709,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,12/24/1985,1985,Molniya-M /Block ML,Molniya-3 n†­121,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,12/26/1985,1985,Tsyklon-3,Meteor-2 n†­13,Retired,,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,12/28/1985,1985,Zenit-2,Cosmos 1714,Retired,,Partial Failure
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,1/9/1986,1986,Cosmos-3M (11K65M),Cosmos 1716 to 1723,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,1/12/1986,1986,Space Shuttle Columbia,STS-61-C,Retired,450,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,1/16/1986,1986,Cosmos-3M (11K65M),Cosmos 1725,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,1/17/1986,1986,Tsyklon-3,Cosmos 1726,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,1/23/1986,1986,Cosmos-3M (11K65M),Cosmos 1727,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,1/28/1986,1986,Space Shuttle Challenger,STS-51-L,Retired,450,Failure
CASC,"LC-3, Xichang Satellite Launch Center, China",China,2/1/1986,1986,Long March 3,DFH-2A-T1,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,2/1/1986,1986,Molniya-M /Block 2BL,Cosmos 1729,Retired,,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,2/9/1986,1986,Atlas-H MSD,NOSS-8,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,2/11/1986,1986,Tsyklon-3,Cosmos 1732,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,2/12/1986,1986,N-II Star-37E,Yuri 2b,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,2/19/1986,1986,Tsyklon-3,Cosmos 1733,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,2/22/1986,1986,Ariane 1,SPOT-1 & Viking,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/27/1986,1986,Tsyklon-2,Cosmos 1735,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/21/1986,1986,Tsyklon-2,Cosmos 1736,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,3/25/1986,1986,Tsyklon-2,Cosmos 1737,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",France,3/28/1986,1986,Ariane 3,"GStar-2, Brasilsat-A2",Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,4/17/1986,1986,Cosmos-3M (11K65M),Cosmos 1741,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,4/18/1986,1986,Titan 34D,KH-9,Retired,,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,4/18/1986,1986,Molniya-M /Block ML,Molniya-3 n†­122,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,5/15/1986,1986,Tsyklon-3,Cosmos 1743,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,5/23/1986,1986,Cosmos-3M (11K65M),Cosmos 1745,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,5/27/1986,1986,Tsyklon-3,Meteor-2 n†­14,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",France,5/31/1986,1986,Ariane 2,Intelsat-5A 14,Retired,,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,6/6/1986,1986,Cosmos-3M (11K65M),Cosmos 1748 to 1755,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,6/12/1986,1986,Tsyklon-3,Cosmos 1758,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,6/18/1986,1986,Cosmos-3M (11K65M),Cosmos 1759,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,6/19/1986,1986,Molniya-M /Block ML,Molniya-3 n†­123,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/5/1986,1986,Molniya-M /Block 2BL,Cosmos 1761,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,7/16/1986,1986,Cosmos-3M (11K65M),Cosmos 1763,Retired,,Partial Failure
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,7/28/1986,1986,Tsyklon-3,Cosmos 1766,Retired,,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/30/1986,1986,Zenit-2,Cosmos 1767,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,7/30/1986,1986,Molniya-M /Block ML,Molniya-1 n†­124,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/4/1986,1986,Tsyklon-2,Cosmos 1769,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,8/12/1986,1986,H-I (9 SO),"Fuji 1a, Jindai & Ajisai",Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/20/1986,1986,Tsyklon-2,Cosmos 1771,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,8/28/1986,1986,Molniya-M /Block 2BL,Cosmos 1774,Retired,,Success
